release_angle,elbow_angle,balance_score,shot_success
49.4901424590337,91.85235509506329,0.8751223873388605,0
47.58520709648645,93.81883328094025,0.86568517605016,0
49.94306561430208,87.20286485236171,0.9454645374315455,1
52.569089569224076,91.12593847338114,0.9559713589730352,0
47.29753987582999,88.69871486175634,0.8547379217238463,0
47.297589129152456,89.0257492324706,0.9904318369365535,1
52.737638446522176,88.81521215152226,0.8577956925477208,0
50.302304187458724,88.27201846064037,0.9311944502951606,0
46.591576842195146,90.09704325588966,0.9563590779176374,1
49.627680130757895,88.33809976717792,0.9806453685619129,1
46.60974692156261,90.54091365155968,0.9571130398198642,1
46.60281073928923,89.89952378110172,0.9702592124604688,1
48.7258868146981,89.52210390626718,0.9009175288814208,0
42.260159266026605,88.18487267591681,0.9722237670619769,0
42.8252465024609,88.84645733886333,0.8620172269577012,0
46.31313741227708,91.51078245165151,0.9842224984090792,1
44.96150663899673,91.00183437524876,0.9321388564230604,0
48.942741997785824,88.0448895104029,0.972594665494374,1
45.275927773436365,90.19866461085846,0.917847742677745,0
43.76308889599412,91.50277424674358,0.9465366542794788,0
52.39694630676466,86.66118943775726,0.928960399140417,0
47.32267109854039,91.08672038475987,0.9597384282632998,1
48.202584614063774,88.6747524821083,0.8622444973045884,0
43.72575544135963,91.14119733718631,0.8590528125985846,0
46.36685182642445,88.47348168691497,0.8870654851015219,0
48.332767769129596,86.39023579867096,0.8739317020169782,0
44.54701926773309,86.74491512423367,0.9807675349888303,0
49.12709405503701,90.09616989332277,0.8828820981037067,0
46.198083930243584,90.51944500344297,0.9963797883728697,1
47.12491875062017,88.19136674979119,0.9005343687656661,0
46.19488016331181,91.27718491755475,0.8773176873533048,0
53.55683455352681,86.67695987546207,0.9684547760713719,0
47.959508325786196,89.86784040270537,0.9488061663251314,1
44.826867213132296,87.57796760047509,0.9247293574679708,0
50.46763473630957,88.69632778439568,0.9333045326406446,0
44.33746905008693,90.09479734263283,0.9578802667408396,0
48.626590785014265,88.27917326943209,0.8842682111996948,0
42.120989628360675,89.23088891154035,0.9994500874085113,0
44.01544185330471,92.01258561842889,0.9962189743220174,0
48.59058370760737,88.8462162609537,0.9475488529520405,1
50.21539973998623,91.67138422413028,0.8799313676393717,0
48.51410484356991,87.74058629068476,0.9520342363646936,1
47.65305515283528,91.05960835583056,0.8608297613468764,0
47.096688913232136,92.88313724131581,0.8545978753308708,0
43.56443402889772,85.05671099974542,0.8886524332766821,0
45.84046737481587,88.40620948905905,0.9193934435108975,0
46.61808368712064,91.15414425436109,0.9802408758112571,1
51.171366678656746,89.59390922791401,0.9590753604649462,0
49.03085486870538,90.74229174674262,0.9614059781799972,1
42.7108795339118,88.79202962656836,0.9138240001672113,0
48.97225190818438,90.1731795749458,0.9018902488820444,0
46.84475315875105,89.68864552921585,0.9056558144476904,0
45.96923399908212,92.33556412331961,0.9981474345604087,1
49.835028866522606,90.50884168660242,0.8560163787118723,0
51.092998567487854,90.6752053241504,0.9800547244183673,0
50.79384035734859,89.17624606775506,0.936801311285859,0
